Drug1,Drug2,Cell line,CSS1,CSS2,CSS,S_HSA,S_Bliss,S_Loewe,S_ZIP,S_sum,S_max,S_mean,classs,c_sy,c_ana,c_ad
L778123,SUNITINIB,UWB1289BRCA1,23.7916,24.2569,24.02425,17.02327715,12.2463752,15.86528723,28.08905909,18.64515,21.08095,21.3347,Synerg,sy,,
L778123,SUNITINIB,UWB1289,24.5558,25.7933,25.17455,11.28643634,3.978292523,9.240576411,28.77485063,15.88155,19.31895,20.52805,additive,,,ad
L778123,SUNITINIB,UACC62,23.2901,24.1754,23.73275,12.930628,10.87761582,10.34645395,6.851530052,20.66445,22.13215,22.1986,additive,,,ad
L778123,SUNITINIB,T47D,10.9289,16.6965,13.8127,9.712513408,8.011862994,8.426939278,14.5790569,12.6578,12.6578,13.23525,additive,,,ad
L778123,SUNITINIB,SW837,19.5505,23.1376,21.34405,8.350380927,6.420799494,4.043465734,25.53630409,17.33505,18.67775,19.33955,additive,,,ad
L778123,SUNITINIB,SW620,36.7563,34.2521,35.5042,14.5126132,10.33197305,9.747593514,17.24743303,25.2838,29.1086,30.394,additive,,,not_ad
L778123,SUNITINIB,SKOV3,26.5196,30.7698,28.6447,14.37871708,13.45656821,9.867587074,11.79046155,24.9291,25.4725,26.7869,additive,,,ad
L778123,SUNITINIB,SKMES1,30.0136,34.5961,32.30485,16.81971379,14.2547818,13.46744168,12.84060082,26.34175,29.13895,29.3233,Synerg,sy,,
L778123,SUNITINIB,SKMEL30,29.5748,26.0854,27.8301,9.737838664,5.851501037,5.22816267,4.799828608,20.8195,23.3424,24.3248,additive,,,ad
L778123,SUNITINIB,RPMI7951,15.219,20.2401,17.72955,9.556706532,8.530312954,6.333170678,3.406408478,14.39845,14.75925,16.064,additive,,,ad
L778123,SUNITINIB,RKO,25.1091,32.2423,28.6757,12.30103936,10.31093,7.995524929,14.14516241,21.1993,24.7282,24.9375,additive,,,ad
L778123,SUNITINIB,PA1,31.269,39.5179,35.39345,18.29533532,15.23722531,13.21730683,13.26248424,27.30385,30.09205,31.34865,Synerg,sy,,
L778123,SUNITINIB,OVCAR3,1.2221,1.9564,1.58925,1.257058526,1.240032066,-0.122111105,0.239809586,1.58925,1.58925,1.58925,additive,,,ad
L778123,SUNITINIB,OV90,6.6866,6.1463,6.41645,3.912480319,3.004622255,0.672297007,4.752724743,5.26885,5.26885,5.84265,additive,,,ad
L778123,SUNITINIB,OCUBM,22.0924,19.7427,20.91755,7.916206516,-2.517644203,6.753947258,20.64848464,11.25375,15.31475,16.08565,additive,,,ad
L778123,SUNITINIB,NCIH520,28.6545,33.5652,31.10985,15.58914786,11.05094924,11.42188371,22.20494077,24.35465,27.24795,27.73225,Synerg,sy,,
L778123,SUNITINIB,NCIH460,17.9448,18.7558,18.3503,12.95444247,11.14272177,11.11666757,18.23482354,17.0705,17.0705,17.7104,Synerg,not_sy,,
L778123,SUNITINIB,NCIH23,22.5602,26.7191,24.63965,#N/A,#N/A,#N/A,7.352595431,18.77175,21.48745,21.7057,#N/A,,,
L778123,SUNITINIB,NCIH2122,28.1285,31.8973,30.0129,11.3401264,11.56267263,6.898694882,8.88586451,20.3608,21.2711,25.18685,additive,,,ad
L778123,SUNITINIB,NCIH1650,13.9592,17.8946,15.9269,8.021938088,3.060018455,6.697826212,18.73345384,12.9776,14.1312,14.45225,additive,,,ad
L778123,SUNITINIB,MSTO,34.4646,38.542,36.5033,14.95031637,11.36265163,11.01225503,9.222580319,23.3782,27.1983,29.94075,additive,,,not_ad
L778123,SUNITINIB,MDAMB436,19.6482,18.7716,19.2099,7.832472173,1.122872618,5.22410626,26.3764177,12.9794,15.8852,16.09465,additive,,,ad
L778123,SUNITINIB,LOVO,38.0003,37.9104,37.95535,11.90217884,2.736132841,8.240439799,2.369585583,14.93965,24.55695,26.4475,additive,,,not_ad
L778123,SUNITINIB,LNCAP,21.7139,25.7617,23.7378,6.449391097,-1.532409268,5.254138286,3.013403217,10.4929,13.0699,17.11535,additive,,,ad
L778123,SUNITINIB,KPL1,31.8113,29.5276,30.66945,#N/A,#N/A,#N/A,18.17361553,10.76785,16.73565,20.71865,#N/A,,,
L778123,SUNITINIB,HT29,35.0631,37.9457,36.5044,24.44274415,21.01724115,21.79958295,30.68884583,27.131,30.4332,31.8177,Synerg,sy,,
L778123,SUNITINIB,HT144,18.0606,23.5734,20.817,14.00721924,11.72921551,12.053058,27.18528518,15.8976,17.3045,18.3573,Synerg,sy,,
L778123,SUNITINIB,HCT116,26.9682,36.6333,31.80075,12.8142623,10.27831931,6.488666007,13.08670245,24.74225,27.66415,28.2715,additive,,,ad
L778123,SUNITINIB,ES2,23.7775,24.2937,24.0356,9.122240931,6.66361601,5.335318385,3.963630684,20.2366,21.9647,22.1361,additive,,,ad
L778123,SUNITINIB,EFM192B,9.725,12.64,11.1825,3.132205831,1.748763909,-0.512400906,16.04077354,7.8986,7.8986,9.54055,additive,,,ad
L778123,SUNITINIB,DLD1,17.2667,16.5142,16.89045,10.57781527,8.985629525,7.346358206,10.53153836,13.06045,14.13025,14.97545,additive,,,ad
L778123,SUNITINIB,COLO320DM,33.5537,30.1432,31.84845,16.21924418,12.95159735,10.96509411,10.79207903,21.26425,25.71385,26.55635,Synerg,sy,,
L778123,SUNITINIB,CAOV3,26.003,22.9795,24.49125,11.52531716,5.410491604,8.482628561,14.24322964,15.52715,19.96235,20.0092,additive,,,ad
L778123,SUNITINIB,A427,35.4131,33.1209,34.267,17.29593293,15.1189027,7.977202449,17.58245294,23.5926,27.5947,28.9298,additive,,,ad
L778123,SUNITINIB,A375,30.0633,28.7445,29.4039,15.16180569,9.021806315,11.30862593,18.28671406,20.0506,24.4409,24.72725,additive,,,ad
L778123,SUNITINIB,A2780,39.5631,40.007,39.78505,22.18877168,18.10905452,18.34029588,15.90385378,27.10685,32.17555,33.44595,Synerg,sy,,
L778123,SUNITINIB,A2058,30.1435,37.9698,34.05665,22.4354418,20.24182215,17.30264047,24.49702541,28.97785,30.95805,31.51725,Synerg,sy,,
L778123,SORAFENIB,ZR751,20.2656,25.0172,22.6414,4.562412766,-1.689089308,3.216277941,-0.557916193,12.917,16.246,17.7792,additive,,,ad
L778123,SORAFENIB,VCAP,12.9806,15.7129,14.34675,4.111979804,0.015676991,0.498047657,6.941401292,8.43495,11.30645,11.39085,additive,,,ad
L778123,SORAFENIB,UWB1289BRCA1,30.2069,29.0761,29.6415,1.524684877,-0.503982744,-2.157804899,1.260713854,19.1012,21.537,24.37135,additive,,,ad
L778123,SORAFENIB,UWB1289,33.8447,30.7968,32.32075,16.18316298,11.26426592,13.84052171,17.31916093,19.28205,25.13765,25.8014,Synerg,sy,,
L778123,SORAFENIB,UACC62,26.8473,29.694,28.27065,9.291280606,7.523312216,5.610884196,5.086602992,22.12635,23.72695,25.1985,additive,,,ad
L778123,SORAFENIB,T47D,24.0528,18.0988,21.0758,7.399165352,6.148307997,4.047585981,8.088650032,15.1735,16.3284,18.12465,additive,,,ad
L778123,SORAFENIB,SW620,28.2131,36.0035,32.1083,11.37551698,7.057213069,7.105631858,16.82327306,24.3012,28.126,28.20475,additive,,,ad
L778123,SORAFENIB,SKOV3,20.6561,29.3582,25.00715,9.810607806,8.445275192,5.961890924,7.562983391,21.58205,22.12545,23.2946,additive,,,ad
L778123,SORAFENIB,SKMES1,26.0985,28.5296,27.31405,9.398090075,7.120645725,6.516475915,4.533213698,20.94345,24.10935,24.12875,additive,,,ad
L778123,SORAFENIB,SKMEL30,38.4946,36.855,37.6748,19.32087957,15.64276806,15.64322088,13.42273443,26.7612,31.2489,32.218,Synerg,sy,,
L778123,SORAFENIB,RPMI7951,15.7489,23.4657,19.6073,1.243610988,-1.321911013,-3.048669582,-4.324369826,12.1388,15.1091,15.87305,additive,,,ad
L778123,SORAFENIB,RKO,32.9694,35.5688,34.2691,16.01498975,14.24289241,13.03876161,19.08401326,26.5867,30.3216,30.4279,Synerg,sy,,
L778123,SORAFENIB,PA1,40.6599,37.1317,38.8958,9.760845076,7.144013914,4.169551809,5.971185578,24.4239,29.7253,31.65985,additive,,,not_ad
L778123,SORAFENIB,OVCAR3,4.9913,0,2.49565,-9.242940937,-8.96555185,-12.01519648,0.691290031,0.83455,0.83455,1.6651,additive,,,ad
L778123,SORAFENIB,OV90,24.7594,24.8002,24.7798,6.286025504,4.355901427,1.985690947,5.675895933,18.9901,20.1377,21.88495,additive,,,ad
L778123,SORAFENIB,OCUBM,37.1215,30.3175,33.7195,10.88676123,6.463993896,6.71247015,8.16233942,20.7606,26.3634,27.24005,additive,,,ad
L778123,SORAFENIB,NCIH520,31.015,27.9422,29.4786,11.497,7.544205865,7.25497707,15.60883096,20.1338,23.9957,24.8062,additive,,,ad
L778123,SORAFENIB,NCIH23,30.3626,23.7341,27.04835,#N/A,#N/A,#N/A,10.20644907,17.81655,20.96875,22.43245,#N/A,,,
L778123,SORAFENIB,NCIH2122,31.8239,34.1077,32.9658,8.025975481,4.768063625,4.365830476,2.516587357,19.8538,24.224,26.4098,additive,,,ad
L778123,SORAFENIB,MDAMB436,13.6162,20.7743,17.19525,0.496200094,-3.617849389,-3.49284495,2.745182504,10.59175,13.87055,13.8935,additive,,,ad
L778123,SORAFENIB,LOVO,35.6533,39.3205,37.4869,5.601513599,2.417276322,3.047044412,0.735845242,18.6769,24.0885,28.0819,additive,,,not_ad
L778123,SORAFENIB,LNCAP,35.416,27.6895,31.55275,13.85847649,5.024807126,12.125801,16.94316867,13.57825,20.88485,22.5655,additive,,,ad
L778123,SORAFENIB,KPL1,35.0003,31.0938,33.04705,#N/A,#N/A,#N/A,11.27931791,11.34815,19.11325,22.1976,#N/A,,,
L778123,SORAFENIB,HT29,35.0861,29.5323,32.3092,8.525152191,5.686194285,6.087748746,10.88129319,18.6701,24.7413,25.48965,additive,,,ad
L778123,SORAFENIB,HCT116,24.8744,30.5519,27.71315,7.830122052,5.386454775,3.599989981,1.369529939,19.84495,22.76685,23.77905,additive,,,ad
L778123,SORAFENIB,ES2,24.5444,27.5137,26.02905,6.578056268,4.377655115,1.655216341,0.983945166,19.63075,21.70165,22.8299,additive,,,ad
L778123,SORAFENIB,EFM192B,16.6941,20.808,18.75105,5.044632915,0.594323737,2.513570048,6.275846319,12.56275,15.46715,15.6569,additive,,,ad
L778123,SORAFENIB,DLD1,24.1866,30.2369,27.21175,10.1202097,8.460667857,7.122166755,10.05406542,21.91005,22.97985,24.5609,additive,,,ad
L778123,SORAFENIB,COLO320DM,33.8008,28.5149,31.15785,7.361801114,4.11990874,4.325674404,10.34070289,17.83915,23.97375,24.4985,additive,,,ad
L778123,SORAFENIB,CAOV3,16.6409,25.6074,21.12415,4.802841972,-0.196026163,1.849744761,9.233146887,13.77395,16.68895,17.44905,additive,,,ad
L778123,SORAFENIB,A427,38.7777,34.9418,36.85975,18.88592408,18.51865148,15.22037929,18.11243895,23.10935,27.11145,29.98455,Synerg,sy,,
L778123,SORAFENIB,A2780,41.637,39.9715,40.80425,14.56501004,11.23888672,10.47636148,9.980898424,24.54625,32.15575,32.67525,additive,,,not_ad
L778123,SORAFENIB,A2058,33.4044,32.6876,33.046,20.17975061,18.03320168,16.23929858,22.94750444,28.1953,30.1755,30.62065,Synerg,sy,,
L778123,SN-38,ZR751,16.3975,16.48,16.43875,6.474704692,-2.53860032,6.318330202,12.3369069,5.59645,10.04335,11.0176,additive,,,ad
L778123,SN-38,VCAP,9.2456,15.0729,12.15925,5.05089037,3.839800207,4.829126809,13.23658386,9.11895,9.11895,10.6391,additive,,,ad
L778123,SN-38,UWB1289BRCA1,12.7748,11.8977,12.33625,6.688901719,1.726639476,5.67583694,14.20091578,7.30935,9.74515,9.8228,additive,,,ad
L778123,SN-38,UWB1289,29.9591,27.3613,28.6602,9.205651484,4.751143179,3.912486216,11.09400419,12.2825,18.1381,20.47135,additive,,,ad
L778123,SN-38,UACC62,16.7136,16.2663,16.48995,5.957205131,4.341166336,3.942410861,0.000325266,11.43425,13.03485,13.9621,additive,,,ad
L778123,SN-38,T47D,7.121,12.1154,9.6182,5.65535048,3.389657943,3.976943328,13.19171291,6.7358,7.8907,8.177,additive,,,ad
L778123,SN-38,SW837,8.4503,11.2555,9.8529,1.604667217,0.06794824,0.195431703,-7.431371353,5.7397,7.0824,7.7963,additive,,,ad
L778123,SN-38,SW620,17.8259,26.685,22.25545,12.33527057,8.005067583,10.32745972,32.09014682,12.73225,16.55705,17.49385,additive,,,ad
L778123,SN-38,SKOV3,7.4122,3.7672,5.5897,3.770075369,2.668325266,0.918886779,-4.244877552,4.0357,4.5791,4.8127,additive,,,ad
L778123,SN-38,SKMES1,19.0263,18.8678,18.94705,10.44325179,11.84529164,10.30347819,9.413502491,15.78115,15.78115,17.3641,additive,,,ad
L778123,SN-38,SKMEL30,25.3556,22.1717,23.76365,7.089882225,5.391835772,4.394794932,2.550425391,17.35265,19.27595,20.55815,additive,,,ad
L778123,SN-38,RPMI7951,16.7254,22.9824,19.8539,11.50422527,9.854854271,8.520220955,8.356006493,14.3625,16.8836,17.1082,additive,,,ad
L778123,SN-38,RKO,18.1704,23.8796,21.025,11.41928828,11.07796496,9.96337885,24.67269816,14.9271,17.0775,17.97605,additive,,,ad
L778123,SN-38,OVCAR3,8.2158,0,4.1079,-3.506858005,-0.697362043,-8.56399732,3.899035512,-0.7553,-0.7553,1.6763,additive,,,ad
L778123,SN-38,OV90,14.4808,14.1312,14.306,4.835062748,2.703943279,3.367003262,3.871848152,9.9894,11.137,12.1477,additive,,,ad
L778123,SN-38,OCUBM,30.8973,35.1966,33.04695,13.74882647,9.509839807,5.611958572,20.96699925,21.32445,26.92725,27.1857,additive,,,ad
L778123,SN-38,NCIH520,14.3902,17.1276,15.7589,4.062633643,0.073449393,1.990835246,22.95267128,9.05,11.897,12.40445,additive,,,ad
L778123,SN-38,NCIH460,13.2261,6.6031,9.9146,7.897815724,4.685798109,7.612676324,11.49249134,7.6637,8.6348,8.78915,additive,,,ad
L778123,SN-38,NCIH23,17.7096,23.3796,20.5446,#N/A,#N/A,#N/A,13.14381068,13.031,16.1832,16.7878,#N/A,,,
L778123,SN-38,NCIH2122,28.4142,30.9394,29.6768,9.667219696,5.32128785,7.512543859,2.307164104,10.0515,18.7933,19.86415,additive,,,ad
L778123,SN-38,NCIH1650,7.4695,11.5302,9.49985,3.881307883,2.021394645,2.995340963,3.565609403,5.74345,7.53915,7.62165,additive,,,ad
L778123,SN-38,MSTO,29.1932,32.5713,30.88225,8.988947511,8.614020652,6.703152201,5.855042773,17.40685,21.57725,24.14455,additive,,,ad
L778123,SN-38,MDAMB436,20.9558,25.2719,23.11385,11.44917243,6.3356978,9.872220276,27.6522879,16.06795,19.39265,19.5909,additive,,,ad
L778123,SN-38,LOVO,29.292,32.3432,30.8176,2.886189889,5.571990489,2.521018077,#N/A,13.2122,17.4192,22.0149,#N/A,,,
L778123,SN-38,LNCAP,15.7951,21.3223,18.5587,2.909378085,-4.377060322,2.28798874,3.216194394,4.641,7.8908,11.59985,additive,,,ad
L778123,SN-38,KPL1,21.5077,24.0407,22.7742,#N/A,#N/A,#N/A,-0.175934322,7.849,8.8404,15.3116,#N/A,,,
L778123,SN-38,HT29,22.6181,25.5772,24.09765,11.12336152,11.38261692,9.95189334,23.85256198,11.94235,18.01355,18.02,additive,,,ad
L778123,SN-38,HT144,11.8959,13.176,12.53595,6.30334528,2.572295293,5.613875389,15.98602291,6.48865,9.02345,9.5123,additive,,,ad
L778123,SN-38,HCT116,6.7992,10.9501,8.87465,0.714743394,0.194476206,-5.364765387,2.112973202,-0.79705,2.12485,4.0388,additive,,,ad
L778123,SN-38,ES2,17.8141,12.1322,14.97315,5.843160553,2.68413065,3.466106167,10.08809129,6.61305,8.68395,10.7931,additive,,,ad
L778123,SN-38,EFM192B,9.7011,13.8354,11.76825,1.968314518,-1.23419331,-3.545379178,8.383763904,0.75355,4.03745,6.2609,additive,,,ad
L778123,SN-38,DLD1,3.2446,4.3906,3.8176,2.437256518,0.76446859,1.844635997,5.238106309,2.6114,2.7478,3.2145,additive,,,ad
L778123,SN-38,COLO320DM,19.551,22.5737,21.06235,7.813317145,7.106072319,6.76214222,4.004605451,11.56805,14.92775,16.3152,additive,,,ad
L778123,SN-38,CAOV3,16.0836,22.134,19.1088,1.943400145,-1.191796191,-2.653735792,9.679128753,4.0361,8.4713,11.57245,additive,,,ad
L778123,SN-38,A427,18.9796,28.8353,23.90745,13.08482776,11.03540187,4.893765695,18.73296347,11.87475,15.87685,17.8911,additive,,,ad
L778123,SN-38,A375,16.9683,21.0718,19.02005,7.496827446,4.304526273,6.20517322,16.96536768,8.86555,13.25585,13.9428,additive,,,ad
L778123,SN-38,A2780,37.2331,38.6513,37.9422,18.95050705,16.87557215,16.51329954,14.23797591,24.2567,30.3327,31.09945,Synerg,sy,,
L778123,SN-38,A2058,28.4949,32.9762,30.73555,21.43339701,20.27497979,17.9738606,26.34220179,18.43035,20.41055,24.58295,Synerg,sy,,
L778123,PD325901,ZR751,16.3069,18.1784,17.24265,6.57997159,-1.886748739,6.129380114,4.156227257,3.45545,9.85085,10.34905,additive,,,ad
L778123,PD325901,UWB1289BRCA1,4.6877,13.6785,9.1831,4.460555066,0.288029343,4.108713622,12.76818539,5.976,6.7473,7.57955,additive,,,ad
L778123,PD325901,UWB1289,15.6279,18.0052,16.81655,4.187297307,2.668376786,3.973595043,2.045779665,9.33755,10.96095,13.07705,additive,,,ad
L778123,PD325901,UACC62,32.4606,28.5258,30.4932,4.605741604,4.782379829,-2.569073721,3.87181722,11.1601,12.7607,20.82665,additive,,,ad
L778123,PD325901,T47D,0,6.3816,3.1908,1.612182962,0.739135888,1.221970943,2.007797955,2.0359,2.0359,2.61335,additive,,,ad
L778123,PD325901,SW837,21.7876,20.1963,20.99195,4.193016305,3.303611281,-4.758930374,3.499679334,7.95245,9.29515,14.4722,additive,,,ad
L778123,PD325901,SW620,35.2581,34.6599,34.959,6.888347814,4.15836066,0.619486332,5.732556444,10.4384,14.2632,22.6987,additive,,,ad
L778123,PD325901,SKOV3,10.2932,9.4881,9.89065,7.45249039,5.442328096,6.954911667,5.990257776,9.03035,9.34725,9.4605,additive,,,ad
L778123,PD325901,SKMES1,32.0092,24.3206,28.1649,9.481550157,6.835338567,4.945269474,11.39825145,12.872,16.0379,20.51845,additive,,,ad
L778123,PD325901,SKMEL30,40.3841,36.6503,38.5172,10.23065837,7.565687258,6.369295369,5.766770024,16.0441,20.5318,27.28065,additive,,,not_ad
L778123,PD325901,RPMI7951,22.5201,23.3933,22.9567,8.143298322,5.314127325,6.187426549,0.631103153,10.0575,13.0278,16.5071,additive,,,ad
L778123,PD325901,RKO,16.0256,13.3496,14.6876,11.47668845,5.926928503,11.01166467,11.16606067,6.9414,10.7401,10.8145,additive,,,ad
L778123,PD325901,PA1,19.1839,20.1636,19.67375,8.082981587,6.950604227,7.501278842,4.210191286,12.99695,14.37235,16.33535,additive,,,ad
L778123,PD325901,OVCAR3,2.9291,0,1.46455,-1.769852984,-2.019687272,-6.818206504,1.755825179,-0.03625,-0.03625,0.71415,additive,,,ad
L778123,PD325901,OV90,24.7684,16.5229,20.64565,4.663007707,3.100523575,-8.899126439,3.783374421,9.01125,10.15885,14.82845,additive,,,ad
L778123,PD325901,OCUBM,12.9667,15.8401,14.4034,3.010011347,2.330350595,2.873814624,8.337957712,8.8006,8.8006,11.602,additive,,,ad
L778123,PD325901,NCIH520,10.4722,19.538,15.0051,6.169634767,5.749728588,5.877356517,19.43092713,11.1432,11.1432,13.07415,additive,,,ad
L778123,PD325901,NCIH460,14.4077,7.5635,10.9856,6.515037993,3.493363419,5.704487336,11.73899151,8.1918,9.4716,9.5887,additive,,,ad
L778123,PD325901,NCIH23,20.6095,19.905,20.25725,#N/A,#N/A,#N/A,23.8608527,9.03135,12.18355,14.6443,#N/A,,,
L778123,PD325901,NCIH2122,29.9874,33.5932,31.7903,15.12703154,13.70563644,13.84754021,15.28855624,19.6841,23.0485,25.7372,Synerg,sy,,
L778123,PD325901,NCIH1650,7.4591,8.7338,8.09645,5.103517904,1.675205591,5.029149096,5.124463441,6.30075,6.30075,7.1986,additive,,,ad
L778123,PD325901,MSTO,29.2187,29.7059,29.4623,14.47078521,13.48221199,14.04724795,13.84810838,17.2967,20.1573,23.3795,Synerg,sy,,
L778123,PD325901,MDAMB436,12.0156,14.0331,13.02435,5.128578815,0.011821708,4.629264442,14.08824762,7.64815,9.69965,10.33625,additive,,,ad
L778123,PD325901,LOVO,32.7357,33.0546,32.89515,7.244688276,-0.937082623,5.508814037,#N/A,2.89605,16.29445,17.8956,#N/A,,,
L778123,PD325901,LNCAP,15.4709,22.054,18.76245,-0.07359633,-2.586121921,#N/A,0.988851837,8.09455,8.09455,13.4285,#N/A,,,
L778123,PD325901,KPL1,21.3043,21.5449,21.4246,#N/A,#N/A,#N/A,-0.714141461,7.4908,7.4908,14.4577,#N/A,,,
L778123,PD325901,HT29,34.3162,31.654,32.9851,11.35663312,7.737973465,0.658086246,13.310816,10.6293,16.7005,21.8072,additive,,,ad
L778123,PD325901,HT144,29.9148,29.8873,29.90105,11.05453592,8.58092273,8.881088643,12.21393627,12.50825,16.02075,21.20465,additive,,,ad
L778123,PD325901,HCT116,17.2384,24.8716,21.055,10.38233112,7.285246569,7.824895704,3.968573718,13.1113,16.0332,17.08315,additive,,,ad
L778123,PD325901,EFM192B,0,8.6289,4.31445,1.181356588,0.262194178,0.925762895,4.780024733,1.03055,1.03055,2.6725,additive,,,ad
L778123,PD325901,DLD1,6.0891,10.7191,8.4041,6.564265567,4.527166806,6.409246998,6.163764422,7.3343,7.3343,7.8692,additive,,,ad
L778123,PD325901,COLO320DM,14.0412,19.233,16.6371,2.514262201,6.688248348,2.169888776,1.244152329,10.5025,10.5025,13.5698,additive,,,ad
L778123,PD325901,CAOV3,20.8266,19.5164,20.1715,10.49750644,4.048264765,9.957294465,14.47926082,10.9394,15.3746,15.55545,additive,,,ad
L778123,PD325901,A427,14.055,12.7597,13.40735,10.51069104,3.993918405,9.208593162,0.013592247,3.90235,7.90445,8.65485,additive,,,ad
L778123,PD325901,A375,28.8337,27.6079,28.2208,5.87123925,1.137107509,-1.934560004,6.630601927,8.6042,12.9945,18.4125,additive,,,ad
L778123,PD325901,A2780,36.0313,36.9029,36.4671,26.27225241,22.04250575,25.63357427,28.77872531,23.2288,28.8576,29.84795,Synerg,sy,,
L778123,PD325901,A2058,10.065,16.8942,13.4796,8.038542919,6.176491928,6.283297396,21.55318434,8.6501,10.6303,11.06485,additive,,,ad
L778123,OXALIPLATIN,ZR751,20.1985,23.7764,21.98745,8.05854772,-0.736115299,7.088908052,8.234259483,12.26725,15.59205,17.12735,additive,,,ad
L778123,OXALIPLATIN,VCAP,13.7591,16.2428,15.00095,5.708681065,1.700357578,4.17006381,17.79845089,10.39745,11.96065,12.6992,additive,,,ad
L778123,OXALIPLATIN,UWB1289BRCA1,19.0706,20.6465,19.85855,9.232510121,4.386724127,7.833444194,21.86689841,13.61725,16.05305,16.7379,additive,,,ad
L778123,OXALIPLATIN,UWB1289,23.1207,23.2884,23.20455,8.63731839,1.141171906,7.074545134,26.86884563,11.57385,17.34895,17.3892,additive,,,ad
L778123,OXALIPLATIN,UACC62,15.0206,6.5136,10.7671,-3.01481737,-4.397807206,-4.825100376,-0.846782508,2.5633,4.1639,6.6652,additive,,,ad
L778123,OXALIPLATIN,T47D,2.7984,7.8046,5.3015,2.240912697,-0.504318254,1.107929841,8.505193876,2.2888,3.4437,3.79515,additive,,,ad
L778123,OXALIPLATIN,SW620,24.2693,32.4745,28.3719,8.014916086,2.636229884,6.158857411,10.358875,18.0434,21.8682,23.20765,additive,,,ad
L778123,OXALIPLATIN,SKOV3,8.5097,5.9535,7.2316,3.881671668,2.418622198,2.069115475,2.396651446,5.2409,5.7843,6.23625,additive,,,ad
L778123,OXALIPLATIN,SKMES1,20.2806,16.8537,18.56715,6.480929255,4.464780118,4.791170431,5.01444535,13.15985,15.40125,15.8635,additive,,,ad
L778123,OXALIPLATIN,SKMEL30,26.5639,20.0466,23.30525,4.692636235,1.610096616,1.213799019,-3.148569071,12.99765,17.48535,18.15145,additive,,,ad
L778123,OXALIPLATIN,RPMI7951,15.4271,21.2351,18.3311,6.129875744,4.036062807,3.62607113,0.532577227,12.1885,15.1588,15.2598,additive,,,ad
L778123,OXALIPLATIN,RKO,14.0737,16.788,15.43085,4.810662405,3.78999973,3.63186647,5.122398485,8.84445,11.48335,12.13765,additive,,,ad
L778123,OXALIPLATIN,PA1,34.3536,31.827,33.0903,-1.129167275,-2.691171954,-5.644400892,-1.167821867,11.0393,16.3407,22.0648,additive,,,ad
L778123,OXALIPLATIN,OVCAR3,2.1215,0,1.06075,-5.159417243,-5.370464389,-6.834620985,1.755935392,-1.49915,-1.49915,-0.2192,additive,,,ad
L778123,OXALIPLATIN,OV90,9.786,11.4136,10.5998,-1.014651917,-4.062512041,-2.90554037,9.891266364,6.0947,7.2423,8.34725,additive,,,ad
L778123,OXALIPLATIN,OCUBM,20.583,22.6621,21.62255,7.012675549,2.282436068,5.792606403,24.9979373,13.33655,16.01975,17.47955,additive,,,ad
L778123,OXALIPLATIN,NCIH520,19.3957,20.6535,20.0246,5.653173926,1.313760368,2.994858107,9.354367712,10.1822,14.0441,15.1034,additive,,,ad
L778123,OXALIPLATIN,NCIH23,21.4396,26.6082,24.0239,#N/A,#N/A,#N/A,12.68604284,16.0574,19.2096,20.04065,#N/A,,,
L778123,OXALIPLATIN,NCIH2122,26.5749,29.348,27.96145,7.696131562,6.953158667,5.279449896,8.65581222,16.70495,19.21965,22.3332,additive,,,ad
L778123,OXALIPLATIN,NCIH1650,13.8217,17.3072,15.56445,4.464436397,-0.464457846,3.602835361,15.41143051,10.57935,12.37505,13.0719,additive,,,ad
L778123,OXALIPLATIN,MSTO,33.9018,37.3105,35.60615,15.18049062,13.93000922,8.397816301,17.50884066,23.50025,26.30115,29.5532,additive,,,not_ad
L778123,OXALIPLATIN,MDAMB436,21.7216,19.3056,20.5136,-0.432019825,-4.170443413,-3.099577658,0.276905499,7.1114,10.4361,13.8125,additive,,,ad
L778123,OXALIPLATIN,LOVO,34.2168,31.2857,32.75125,1.025385571,-4.484742741,-1.263090866,-4.543693458,7.16835,19.35285,19.9598,additive,,,ad
L778123,OXALIPLATIN,LNCAP,11.0922,8.0164,9.5543,-12.30706197,-17.73290862,-13.21765722,-11.6382857,-6.4545,-1.1136,1.5499,antag,,ana,
L778123,OXALIPLATIN,KPL1,22.1724,23.8914,23.0319,#N/A,#N/A,#N/A,-0.414962526,7.9687,9.0981,15.5003,#N/A,,,
L778123,OXALIPLATIN,HT29,28.8337,26.6383,27.736,13.71812394,8.253469148,12.02547566,35.47381896,14.6126,20.6838,21.1743,additive,,,ad
L778123,OXALIPLATIN,HT144,9.4492,12.5282,10.9887,3.015567522,0.501994411,1.822185644,-2.875112202,6.1902,7.4762,8.58945,additive,,,ad
L778123,OXALIPLATIN,HCT116,16.1834,22.7341,19.45875,9.441671646,7.868634937,7.197844639,3.45641333,14.54775,16.53685,17.00325,additive,,,ad
L778123,OXALIPLATIN,ES2,9.7946,7.5626,8.6786,-1.583646247,-3.587870868,-4.545398602,-9.43227073,4.1264,6.1973,6.4025,additive,,,ad
L778123,OXALIPLATIN,EFM192B,20.8766,22.9951,21.93585,3.458896126,-1.382891664,1.052608721,5.242981104,11.97795,15.26185,16.9569,additive,,,ad
L778123,OXALIPLATIN,DLD1,11.5085,14.8484,13.17845,4.228195509,2.882024359,2.850278781,9.455401503,10.11145,11.18125,11.64495,additive,,,ad
